switch_name,phase_code,from_bus,to_bus,geometry,r11,r22,r33,x11,x22,x33,ampacity_value,construction,controller_uuid,in_service
padswitch(r:p1udt8017-p1udt9593)p1u_233682,A,p1udt8017-p1udt9593xx,p1udt9593,"LINESTRING(-97.7216125547639 30.4162018728934, -97.7216211036169 30.4161574532681)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt6740-p1udt8017)p1u_233683,A,p1udt6740,p1udt6740-p1udt8017x,"LINESTRING(-97.7208139929546 30.4157796074173, -97.7208054437773 30.4158240269828)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt6740-p1udt8017)p1u_233684,A,p1udt6740-p1udt8017xx,p1udt8017,"LINESTRING(-97.721300025017 30.4160191149785, -97.7212588737247 30.4159916645923)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17382-p1udt6740)p1u_233685,A,p1udt17382,p1udt17382-p1udt6740x,"LINESTRING(-97.7205448616985 30.4156598436073, -97.7205518968101 30.4156152279671)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17382-p1udt6740)p1u_233686,A,p1udt17382-p1udt6740xx,p1udt6740,"LINESTRING(-97.7207737703967 30.4157511313824, -97.7208139929546 30.4157796074173)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17382-p1udt4786)p1u_233687,A,p1udt4786,p1udt17382-p1udt4786xx,"LINESTRING(-97.7201101405982 30.4154661010399, -97.7201512913402 30.4154935517749)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17382-p1udt4786)p1u_233688,A,p1udt17382-p1udt4786x,p1udt17382,"LINESTRING(-97.7205860126466 30.4156872942102, -97.7205448616985 30.4156598436073)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17381-p1udt4786)p1u_233689,A,p1udt17381-p1udt4786x,p1udt17381-p1udt4786xx,"LINESTRING(-97.7197799504273 30.4152770099538, -97.7197983337549 30.4152364502302)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17381-p1udt4786)p1u_233690,A,p1udt17381-p1udt4786xxx,p1udt4786,"LINESTRING(-97.7201171758896 30.4154214854271, -97.7201101405982 30.4154661010399)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17579-p1udt3795)p1u_233691,B,p1udt17579,p1udt17579-p1udt3795x,"LINESTRING(-97.7233019817004 30.4149920679152, -97.7233431331802 30.4150195176657)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17579-p1udt3795)p1u_233692,B,p1udt17579-p1udt3795xx,p1udt3795,"LINESTRING(-97.7234580484367 30.4151559112684, -97.7234121186475 30.4151413252233)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17579-p1udt8423)p1u_233693,B,p1udt17579-p1udt8423xxx,p1udt17579-p1udt8423xx,"LINESTRING(-97.7227381328631 30.4150398152514, -97.7226992910597 30.4150121505215)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17579-p1udt8423)p1u_233694,B,p1udt17579-p1udt8423x,p1udt17579,"LINESTRING(-97.7232538247627 30.4150089132816, -97.7233019817004 30.4149920679152)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt2111-p1udt6301)p1u_233695,C,p1udt6301,p1udt2111-p1udt6301xx,"LINESTRING(-97.7237805519278 30.4126237516371, -97.7238297605176 30.4126424471478)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt2111-p1udt6301)p1u_233696,C,p1udt2111-p1udt6301x,p1udt2111,"LINESTRING(-97.7238893199363 30.4130900108488, -97.7239277687254 30.4131162043925)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt5309-p1udt6301)p1u_233697,C,p1udt6301,p1udt5309-p1udt6301xx,"LINESTRING(-97.7237805519278 30.4126237516371, -97.7237584659061 30.412666219868)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt5309-p1udt6301)p1u_233698,C,p1udt5309-p1udt6301x,p1udt5309,"LINESTRING(-97.7243394934091 30.412895905248, -97.7243779422493 30.4129220986611)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt3280-p1udt6301)p1u_233699,C,p1udt3280-p1udt6301x,p1udt3280-p1udt6301xx,"LINESTRING(-97.7236017591594 30.4125577236304, -97.723578287127 30.4125955416153)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt3280-p1udt6301)p1u_233700,C,p1udt3280-p1udt6301xxx,p1udt6301,"LINESTRING(-97.7238020876006 30.4125810496077, -97.7237805519278 30.4126237516371)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15277-p1udt1549)p1u_233713,B,p1udt15277,p1udt15277-p1udt1549x,"LINESTRING(-97.7221371189072 30.4125083866456, -97.7221441530171 30.4124637708715)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15277-p1udt1549)p1u_233714,B,p1udt15277-p1udt1549xx,p1udt1549,"LINESTRING(-97.7220506317423 30.4127819484707, -97.7220898164383 30.412756587915)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15002-p1udt15277)p1u_233715,B,p1udt15002,p1udt15002-p1udt15277x,"LINESTRING(-97.7223871883727 30.4124926164667, -97.7223469666515 30.412464140928)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15002-p1udt15277)p1u_233716,B,p1udt15002-p1udt15277xx,p1udt15277,"LINESTRING(-97.7220889630217 30.4125252316177, -97.7221371189072 30.4125083866456)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15002-p1udt17978)p1u_233717,B,p1udt17978,p1udt15002-p1udt17978xx,"LINESTRING(-97.7228320581056 30.4127046680558, -97.7228390919182 30.4126600522369)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15002-p1udt17978)p1u_233718,B,p1udt15002-p1udt17978x,p1udt15002,"LINESTRING(-97.7224359166361 30.4124770373241, -97.7223871883727 30.4124926164667)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17978-p1udt6738)p1u_233719,B,p1udt17978-p1udt6738xxx,p1udt17978-p1udt6738xx,"LINESTRING(-97.7231115558163 30.4127337752942, -97.7230677084798 30.4127124720758)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17978-p1udt6738)p1u_233720,B,p1udt17978-p1udt6738x,p1udt17978,"LINESTRING(-97.7227839022321 30.4127215132844, -97.7228320581056 30.4127046680558)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt2116-p1udt4783)p1u_233743,C,p1udt4783,p1udt2116-p1udt4783xx,"LINESTRING(-97.7217934843138 30.4135750622565, -97.7217532623231 30.4135465865257)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt2116-p1udt4783)p1u_233744,C,p1udt2116-p1udt4783x,p1udt2116,"LINESTRING(-97.7219145916099 30.4136391403443, -97.7219530400591 30.4136653344586)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt4783-p1udt5317)p1u_233745,C,p1udt5317,p1udt4783-p1udt5317xx,"LINESTRING(-97.7213554411232 30.4133759589161, -97.7213965913738 30.413403409252)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4783-p1udt5317)p1u_233746,C,p1udt4783-p1udt5317x,p1udt4783,"LINESTRING(-97.7218422131907 30.41355948335, -97.7217934843138 30.4135750622565)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt5317-p1udt8016)p1u_233747,C,p1udt8016,p1udt5317-p1udt8016xx,"LINESTRING(-97.7210647243848 30.4141220536647, -97.7210156294637 30.4141029937442)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt5317-p1udt8016)p1u_233748,C,p1udt5317-p1udt8016x,p1udt5317,"LINESTRING(-97.7213624756644 30.4133313432018, -97.7213554411232 30.4133759589161)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4314-p1udt8810)p1u_233749,C,p1udt8810,p1udt4314-p1udt8810xx,"LINESTRING(-97.7218716107403 30.4145088801619, -97.7218234538174 30.4145257250016)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4314-p1udt8810)p1u_233750,C,p1udt4314-p1udt8810x,p1udt4314,"LINESTRING(-97.7220562698419 30.4147503485399, -97.7220947187549 30.4147765426216)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15279-p1udt8810)p1u_233751,C,p1udt15279,p1udt15279-p1udt8810x,"LINESTRING(-97.7214165438567 30.4142788510364, -97.7213683869765 30.4142956957098)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15279-p1udt8810)p1u_233752,C,p1udt15279-p1udt8810xx,p1udt8810,"LINESTRING(-97.7218786451485 30.4144642644229, -97.7218716107403 30.4145088801619)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15279-p1udt8016)p1u_233753,C,p1udt8016,p1udt15279-p1udt8016xx,"LINESTRING(-97.7210647243848 30.4141220536647, -97.7210862615771 30.414079352136)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15279-p1udt8016)p1u_233754,C,p1udt15279-p1udt8016x,p1udt15279,"LINESTRING(-97.7214235784506 30.4142342353259, -97.7214165438567 30.4142788510364)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt5318-p1udt8016)p1u_233755,C,p1udt5318-p1udt8016x,p1udt5318-p1udt8016xx,"LINESTRING(-97.7204455025535 30.4146973824121, -97.7204840203358 30.4146683397663)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt5318-p1udt8016)p1u_233756,C,p1udt5318-p1udt8016xxx,p1udt8016,"LINESTRING(-97.721113933159 30.4141407502016, -97.7210647243848 30.4141220536647)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4315-p1udt8424)p1u_233769,C,p1udt4315,p1udt4315-p1udt8424x,"LINESTRING(-97.7168873974684 30.4159126829906, -97.7168944342594 30.4158680675973)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4315-p1udt8424)p1u_233770,C,p1udt4315-p1udt8424xx,p1udt8424,"LINESTRING(-97.7164113941686 30.4157235868872, -97.716449841882 30.4157497825956)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4315-p1udt6741)p1u_233771,C,p1udt6741,p1udt4315-p1udt6741xx,"LINESTRING(-97.717261073354 30.4159975613049, -97.7172681099833 30.4159529458874)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt4315-p1udt6741)p1u_233772,C,p1udt4315-p1udt6741x,p1udt4315,"LINESTRING(-97.7168392390606 30.4159295259437, -97.7168873974684 30.4159126829906)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt13032-p1udt6741)p1u_233773,C,p1udt13032,p1udt13032-p1udt6741x,"LINESTRING(-97.7175622380099 30.4160546575262, -97.7175140796379 30.4160715007293)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt13032-p1udt6741)p1u_233774,C,p1udt13032-p1udt6741xx,p1udt6741,"LINESTRING(-97.7172129149629 30.4160144043963, -97.717261073354 30.4159975613049)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt13032-p1udt8018)p1u_233775,C,p1udt8018,p1udt13032-p1udt8018xx,"LINESTRING(-97.7178635209919 30.4161027312922, -97.7178705573576 30.4160581158353)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt13032-p1udt8018)p1u_233776,C,p1udt13032-p1udt8018x,p1udt13032,"LINESTRING(-97.7175692745078 30.416010042089, -97.7175622380099 30.4160546575262)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17784-p1udt8018)p1u_233777,C,p1udt17784-p1udt8018x,p1udt17784-p1udt8018xx,"LINESTRING(-97.7182938853689 30.4163082485065, -97.7183274957037 30.416275887493)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17784-p1udt8018)p1u_233778,C,p1udt17784-p1udt8018xxx,p1udt8018,"LINESTRING(-97.7178153626434 30.4161195746072, -97.7178635209919 30.4161027312922)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt16939-p1udt2119)p1u_233785,B,p1udt2119,p1udt16939-p1udt2119xx,"LINESTRING(-97.7229561960201 30.4159631634032, -97.7229973477964 30.4159906132676)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt16939-p1udt2119)p1u_233786,B,p1udt16939-p1udt2119x,p1udt16939,"LINESTRING(-97.722557511311 30.415431974163, -97.722595960624 30.4154581681059)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt2119-p1udt9190)p1u_233787,B,p1udt2119-p1udt9190xxx,p1udt2119-p1udt9190xx,"LINESTRING(-97.7225744227451 30.4164187229034, -97.7225355804583 30.4163910581162)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt2119-p1udt9190)p1u_233788,B,p1udt2119-p1udt9190x,p1udt2119,"LINESTRING(-97.7229080385447 30.4159800086244, -97.7229561960201 30.4159631634032)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt12700-p1udt4307)p1u_233789,A,p1udt12700,p1udt12700-p1udt4307x,"LINESTRING(-97.7236454934135 30.4136563408955, -97.7236942220633 30.4136407612906)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt12700-p1udt4307)p1u_233790,A,p1udt12700-p1udt4307xx,p1udt4307,"LINESTRING(-97.7236119533878 30.413600263011, -97.7236511380328 30.4135749019875)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt12700-p1udt9588)p1u_233791,A,p1udt9588,p1udt12700-p1udt9588xx,"LINESTRING(-97.7237106850887 30.413985494542, -97.7237177186173 30.4139408786756)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt12700-p1udt9588)p1u_233792,A,p1udt12700-p1udt9588x,p1udt12700,"LINESTRING(-97.7236052708309 30.4136278657194, -97.7236454934135 30.4136563408955)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt3284-p1udt9588)p1u_233793,A,p1udt3284,p1udt3284-p1udt9588x,"LINESTRING(-97.7243881653746 30.4147320350463, -97.7244373751318 30.4147507303554)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt3284-p1udt9588)p1u_233794,A,p1udt3284-p1udt9588xx,p1udt9588,"LINESTRING(-97.7236625287165 30.4140023400779, -97.7237106850887 30.413985494542)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt16936-p1udt5308)p1u_233795,A,p1udt5308,p1udt16936-p1udt5308xx,"LINESTRING(-97.7249185351757 30.4131671853474, -97.7249255680844 30.413122569393)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt16936-p1udt5308)p1u_233796,A,p1udt16936-p1udt5308x,p1udt16936,"LINESTRING(-97.724608487518 30.4130248543597, -97.7246469364823 30.4130510476965)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15275-p1udt5308)p1u_233797,A,p1udt15275,p1udt15275-p1udt5308x,"LINESTRING(-97.7248630880415 30.4134283092153, -97.7248701209986 30.413383693267)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15275-p1udt5308)p1u_233798,A,p1udt15275-p1udt5308xx,p1udt5308,"LINESTRING(-97.7248703794013 30.4131840313483, -97.7249185351757 30.4131671853474)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15275-p1udt7177)p1u_233799,A,p1udt7177,p1udt15275-p1udt7177xx,"LINESTRING(-97.7246719692835 30.413715176707, -97.7246238131975 30.4137320226067)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15275-p1udt7177)p1u_233800,A,p1udt15275-p1udt7177x,p1udt15275,"LINESTRING(-97.7248149321284 30.4134451551912, -97.7248630880415 30.4134283092153)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15759-p1udt7177)p1u_233801,A,p1udt15759,p1udt15759-p1udt7177x,"LINESTRING(-97.7244893813023 30.4141464943042, -97.7244412249728 30.4141633401285)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15759-p1udt7177)p1u_233802,A,p1udt15759-p1udt7177xx,p1udt7177,"LINESTRING(-97.724713120641 30.4137426260265, -97.7246719692835 30.413715176707)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt15759-p1udt23141)p1u_233803,A,p1udt23141,p1udt15759-p1udt23141xx,"LINESTRING(-97.7244341670552 30.4143895743125, -97.7244412002921 30.4143449584012)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt15759-p1udt23141)p1u_233804,A,p1udt15759-p1udt23141x,p1udt15759,"LINESTRING(-97.7245305327829 30.4141739436832, -97.7244893813023 30.4141464943042)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt23141-p1udt3284)p1u_233805,A,p1udt3284,p1udt23141-p1udt3284xx,"LINESTRING(-97.7243881653746 30.4147320350463, -97.7244097012844 30.4146893329357)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt23141-p1udt3284)p1u_233806,A,p1udt23141-p1udt3284x,p1udt23141,"LINESTRING(-97.7244753186191 30.4144170237104, -97.7244341670552 30.4143895743125)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt3284-p1udt3285)p1u_233807,A,p1udt3285,p1udt3284-p1udt3285xx,"LINESTRING(-97.7243418572619 30.4150834388923, -97.7243830090827 30.415110888324)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt3284-p1udt3285)p1u_233808,A,p1udt3284-p1udt3285x,p1udt3284,"LINESTRING(-97.7243390694591 30.4147129763504, -97.7243881653746 30.4147320350463)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt3285-p1udt918)p1u_233809,A,p1udt918,p1udt3285-p1udt918xx,"LINESTRING(-97.7239386726306 30.4156659899243, -97.7239457062055 30.4156213740573)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt3285-p1udt918)p1u_233810,A,p1udt3285-p1udt918x,p1udt3285,"LINESTRING(-97.7243488906023 30.4150388229932, -97.7243418572619 30.4150834388923)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt3788-p1udt918)p1u_233811,A,p1udt3788,p1udt3788-p1udt918x,"LINESTRING(-97.7241517706959 30.4160919791838, -97.7241432229898 30.4161363990081)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt3788-p1udt918)p1u_233812,A,p1udt3788-p1udt918xx,p1udt918,"LINESTRING(-97.7238905154581 30.4156828355177, -97.7239386726306 30.4156659899243)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt14509-p1udt3788)p1u_233813,A,p1udt14509-p1udt3788x,p1udt14509-p1udt3788xx,"LINESTRING(-97.7240630449161 30.4165460584099, -97.7240814267527 30.4165054980471)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt14509-p1udt3788)p1u_233814,A,p1udt14509-p1udt3788xxx,p1udt3788,"LINESTRING(-97.7241115470049 30.4160635041474, -97.7241517706959 30.4160919791838)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt1541-p1udt1542)p1u_233815,B,p1udt1542,p1udt1541-p1udt1542xx,"LINESTRING(-97.7279616153324 30.4153262843059, -97.7279686470547 30.415281668167)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt1541-p1udt1542)p1u_233816,B,p1udt1541-p1udt1542x,p1udt1541,"LINESTRING(-97.7280394908103 30.4151014866408, -97.7279931594365 30.4151150857714)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt1542-p1udt2689)p1u_233817,B,p1udt2689,p1udt1542-p1udt2689xx,"LINESTRING(-97.7280896827025 30.4158869546969, -97.728130835946 30.4159144029831)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt1542-p1udt2689)p1u_233818,B,p1udt1542-p1udt2689x,p1udt1542,"LINESTRING(-97.7279134589639 30.4153431314087, -97.7279616153324 30.4153262843059)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17781-p1udt2689)p1u_233819,B,p1udt17781,p1udt17781-p1udt2689x,"LINESTRING(-97.7281172837877 30.4161669349153, -97.7280691270255 30.4161837820624)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt17781-p1udt2689)p1u_233820,B,p1udt17781-p1udt2689xx,p1udt2689,"LINESTRING(-97.7280967144167 30.4158423385544, -97.7280896827025 30.4158869546969)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt12379-p1udt17781)p1u_233821,B,p1udt12379,p1udt12379-p1udt17781x,"LINESTRING(-97.7278816223088 30.4166787752154, -97.7279303518825 30.4166631940658)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt12379-p1udt17781)p1u_233822,B,p1udt12379-p1udt17781xx,p1udt17781,"LINESTRING(-97.7281584371538 30.4161943831952, -97.7281172837877 30.4161669349153)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12379-p1udt1543)p1u_233823,B,p1udt1543,p1udt12379-p1udt1543xx,"LINESTRING(-97.7275399641418 30.4165312500917, -97.7275469961622 30.4164866339915)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12379-p1udt1543)p1u_233824,B,p1udt12379-p1udt1543x,p1udt12379,"LINESTRING(-97.7278413972568 30.4166503012933, -97.7278816223088 30.4166787752154)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt1543-p1udt303)p1u_233825,B,p1udt303,p1udt1543-p1udt303xx,"LINESTRING(-97.7271504696869 30.4160673215422, -97.7271013725363 30.4160482638549)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt1543-p1udt303)p1u_233826,B,p1udt1543-p1udt303x,p1udt1543,"LINESTRING(-97.7275811174884 30.4165586985519, -97.7275399641418 30.4165312500917)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt16937-p1udt8415)p1u_233827,B,p1udt8415,p1udt16937-p1udt8415xx,"LINESTRING(-97.727039642812 30.4149276253002, -97.727091027271 30.4149404808523)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt16937-p1udt8415)p1u_233828,B,p1udt16937-p1udt8415x,p1udt16937,"LINESTRING(-97.7271393634446 30.4149528102593, -97.7271875187087 30.4149628330907)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt18357-p1udt8415)p1u_233829,B,p1udt8415,p1udt18357-p1udt8415xx,"LINESTRING(-97.727039642812 30.4149276253002, -97.7270123975617 30.4149696151909)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt18357-p1udt8415)p1u_233830,B,p1udt18357-p1udt8415x,p1udt18357,"LINESTRING(-97.7272017408279 30.4145479696359, -97.7272401910956 30.4145741622397)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt3286-p1udt8415)p1u_233831,B,p1udt3286,p1udt3286-p1udt8415x,"LINESTRING(-97.7271270097873 30.4154623455997, -97.7271184634875 30.4155067656629)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt3286-p1udt8415)p1u_233832,B,p1udt3286-p1udt8415xx,p1udt8415,"LINESTRING(-97.7269886386968 30.4149148926118, -97.727039642812 30.4149276253002)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22289-p1udt3286)p1u_233833,B,p1udt22289,p1udt22289-p1udt3286x,"LINESTRING(-97.7271432445704 30.4158145702594, -97.727184397508 30.4158420188359)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt22289-p1udt3286)p1u_233834,B,p1udt22289-p1udt3286xx,p1udt3286,"LINESTRING(-97.7271757388584 30.4154467647151, -97.7271270097873 30.4154623455997)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22289-p1udt303)p1u_233835,B,p1udt303,p1udt22289-p1udt303xx,"LINESTRING(-97.7271504696869 30.4160673215422, -97.727128384271 30.4161097903409)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt22289-p1udt303)p1u_233836,B,p1udt22289-p1udt303x,p1udt22289,"LINESTRING(-97.7271502767068 30.4157699541795, -97.7271432445704 30.4158145702594)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt303-p1udt917)p1u_233837,B,p1udt917,p1udt303-p1udt917xx,"LINESTRING(-97.7263187688755 30.4159780037929, -97.7262696719425 30.4159589457983)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt303-p1udt917)p1u_233838,B,p1udt303-p1udt917x,p1udt303,"LINESTRING(-97.7271996806707 30.4160860158403, -97.7271504696869 30.4160673215422)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11700-p1udt12377)p1u_233839,B,p1udt12377,p1udt11700-p1udt12377xx,"LINESTRING(-97.7267564582444 30.4167399903672, -97.7267162335078 30.4167115161072)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11700-p1udt12377)p1u_233840,B,p1udt11700-p1udt12377x,p1udt11700,"LINESTRING(-97.7266092779467 30.4170094319805, -97.7265629454822 30.4170230305683)",0.001,,,0.001,,,205,OVERHEAD,,1
padswitch(r:p1udt12377-p1udt12378)p1u_233841,B,p1udt12378,p1udt12377-p1udt12378xx,"LINESTRING(-97.7268520005873 30.4165967265602, -97.7268590329252 30.4165521105065)",0.001,,,0.001,,,301,OVERHEAD,,1
padswitch(r:p1udt12377-p1udt12378)p1u_233842,B,p1udt12377-p1udt12378x,p1udt12377,"LINESTRING(-97.7267479116444 30.4167844103898, -97.7267564582444 30.4167399903672)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12378-p1udt917)p1u_233843,B,p1udt917,p1udt12378-p1udt917xx,"LINESTRING(-97.7263187688755 30.4159780037929, -97.7263679796446 30.4159966983989)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt12378-p1udt917)p1u_233844,B,p1udt12378-p1udt917x,p1udt12378,"LINESTRING(-97.7268038434114 30.4166135732272, -97.7268520005873 30.4165967265602)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt5312-p1udt917)p1u_233845,B,p1udt5312,p1udt5312-p1udt917x,"LINESTRING(-97.7258841514611 30.4157752583006, -97.7258350547188 30.4157562001472)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt5312-p1udt917)p1u_233846,B,p1udt5312-p1udt917xx,p1udt917,"LINESTRING(-97.7263403042507 30.4159353013556, -97.7263187688755 30.4159780037929)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11699-p1udt18755)p1u_233847,B,p1udt18755,p1udt11699-p1udt18755xx,"LINESTRING(-97.7259089733191 30.4162625294876, -97.7258687490292 30.416234054977)",0.001,,,0.001,,,151,OVERHEAD,,1
padswitch(r:p1udt11699-p1udt18755)p1u_233848,B,p1udt11699-p1udt18755x,p1udt11699,"LINESTRING(-97.7257723410611 30.4163927531391, -97.7258107916358 30.4164189461664)",0.001,,,0.001,,,301,OVERHEAD,,1
