transformer_name,phase_code,primary_bus,secondary_bus,tertiary_bus,geometry,primary_kva,primary_voltage_kv,secondary_voltage_kv,tertiary_voltage_kv,primary_connection,secondary_connection,tertiary_connection,primary_grounded,secondary_grounded,tertiary_grounded,resistance_pct,reactance_pct,equipment_no_load_loss,equipment_full_load_loss,is_center_tapped,in_service
tr(r:p1udt10695-p1udt10695lv),ABC,p1udt10695,p1udt10695lv,p1udt10695lv,POINT(-97.7136748205709 30.4281599657843),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt10702-p1udt10702lv),C,p1udt10702,p1udt10702lv,p1udt10702lv,POINT(-97.7087892989658 30.4276618718833),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt10725-p1udt10725lv),ABC,p1udt10725,p1udt10725lv,p1udt10725lv,POINT(-97.7264032748243 30.4086611790218),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt11018-p1udt11018lv),ABC,p1udt11018,p1udt11018lv,p1udt11018lv,POINT(-97.7264509370599 30.4218261194345),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11025-p1udt11025lv),ABC,p1udt11025,p1udt11025lv,p1udt11025lv,POINT(-97.7155474166286 30.428423610443),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt11026-p1udt11026lv),ABC,p1udt11026,p1udt11026lv,p1udt11026lv,POINT(-97.7160627091906 30.4286694942083),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11027-p1udt11027lv),A,p1udt11027,p1udt11027lv,p1udt11027lv,POINT(-97.7307506221358 30.4124688389091),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11029-p1udt11029lv),ABC,p1udt11029,p1udt11029lv,p1udt11029lv,POINT(-97.724765088914 30.4161613034561),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11031-p1udt11031lv),A,p1udt11031,p1udt11031lv,p1udt11031lv,POINT(-97.7289893129081 30.4193836177488),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11032-p1udt11032lv),C,p1udt11032,p1udt11032lv,p1udt11032lv,POINT(-97.7252468772537 30.4191434068596),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11034-p1udt11034lv),ABC,p1udt11034,p1udt11034lv,p1udt11034lv,POINT(-97.7203987099375 30.4164885210459),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11035-p1udt11035lv),A,p1udt11035,p1udt11035lv,p1udt11035lv,POINT(-97.7209232677121 30.4188514023463),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11036-p1udt11036lv),ABC,p1udt11036,p1udt11036lv,p1udt11036lv,POINT(-97.7134413704089 30.4190999901923),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11038-p1udt11038lv),C,p1udt11038,p1udt11038lv,p1udt11038lv,POINT(-97.7107011381263 30.4285700594813),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11355-p1udt11355lv),ABC,p1udt11355,p1udt11355lv,p1udt11355lv,POINT(-97.714942589937 30.4308533740939),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt11357-p1udt11357lv),C,p1udt11357,p1udt11357lv,p1udt11357lv,POINT(-97.7284590145158 30.4243360252522),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11360-p1udt11360lv),ABC,p1udt11360,p1udt11360lv,p1udt11360lv,POINT(-97.7131672482452 30.4239283217804),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11361-p1udt11361lv),C,p1udt11361,p1udt11361lv,p1udt11361lv,POINT(-97.7137361222138 30.4258029023424),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11362-p1udt11362lv),ABC,p1udt11362,p1udt11362lv,,POINT(-97.7182203232246 30.4257184032259),300,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.91198,,0.325,1.82396,0,1
tr(r:p1udt11364-p1udt11364lv),C,p1udt11364,p1udt11364lv,p1udt11364lv,POINT(-97.7237140592985 30.4193269350535),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11365-p1udt11365lv),C,p1udt11365,p1udt11365lv,p1udt11365lv,POINT(-97.7086436867605 30.4276512369289),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt11366-p1udt11366lv),A,p1udt11366,p1udt11366lv,p1udt11366lv,POINT(-97.7095272995933 30.4293384063844),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11690-p1udt11690lv),ABC,p1udt11690,p1udt11690lv,p1udt11690lv,POINT(-97.7283306067244 30.4229992082671),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11691-p1udt11691lv),A,p1udt11691,p1udt11691lv,p1udt11691lv,POINT(-97.7292716020189 30.4234957819794),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11693-p1udt11693lv),C,p1udt11693,p1udt11693lv,p1udt11693lv,POINT(-97.7279714376404 30.4266141153981),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11694-p1udt11694lv),C,p1udt11694,p1udt11694lv,p1udt11694lv,POINT(-97.7288000940167 30.4269379523953),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11695-p1udt11695lv),B,p1udt11695,p1udt11695lv,p1udt11695lv,POINT(-97.715323134673 30.4264450901452),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11696-p1udt11696lv),B,p1udt11696,p1udt11696lv,p1udt11696lv,POINT(-97.7158554847514 30.427939147045),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11697-p1udt11697lv),ABC,p1udt11697,p1udt11697lv,p1udt11697lv,POINT(-97.7153768607435 30.4287013461204),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11699-p1udt11699lv),B,p1udt11699,p1udt11699lv,p1udt11699lv,POINT(-97.7258107916358 30.4164189461664),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11700-p1udt11700lv),B,p1udt11700,p1udt11700lv,p1udt11700lv,POINT(-97.7265629454822 30.4170230305683),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt11701-p1udt11701lv),ABC,p1udt11701,p1udt11701lv,p1udt11701lv,POINT(-97.7256824535748 30.4184711105323),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt11702-p1udt11702lv),ABC,p1udt11702,p1udt11702lv,p1udt11702lv,POINT(-97.7215602163837 30.415236689203),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12032-p1udt12032lv),ABC,p1udt12032,p1udt12032lv,p1udt12032lv,POINT(-97.7152383370139 30.4305316325915),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12033-p1udt12033lv),A,p1udt12033,p1udt12033lv,p1udt12033lv,POINT(-97.7178329202656 30.4303855396838),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12034-p1udt12034lv),A,p1udt12034,p1udt12034lv,p1udt12034lv,POINT(-97.717881610379 30.4330299014856),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt12041-p1udt12041lv),C,p1udt12041,p1udt12041lv,p1udt12041lv,POINT(-97.7125731007326 30.4275963053004),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12042-p1udt12042lv),B,p1udt12042,p1udt12042lv,p1udt12042lv,POINT(-97.7145581986731 30.4284045532389),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12043-p1udt12043lv),B,p1udt12043,p1udt12043lv,p1udt12043lv,POINT(-97.7142178372013 30.4289515980513),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt12044-p1udt12044lv),A,p1udt12044,p1udt12044lv,p1udt12044lv,POINT(-97.7302859510145 30.4121755863868),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12045-p1udt12045lv),ABC,p1udt12045,p1udt12045lv,p1udt12045lv,POINT(-97.7235090732584 30.4166811672352),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12046-p1udt12046lv),ABC,p1udt12046,p1udt12046lv,p1udt12046lv,POINT(-97.7238821808746 30.4176144307495),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt12374-p1udt12374lv),A,p1udt12374,p1udt12374lv,p1udt12374lv,POINT(-97.7127635905248 30.4253319155439),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12377-p1udt12377lv),B,p1udt12377,p1udt12377lv,p1udt12377lv,POINT(-97.7267564582444 30.4167399903672),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt12378-p1udt12378lv),B,p1udt12378,p1udt12378lv,p1udt12378lv,POINT(-97.7268520005873 30.4165967265602),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12379-p1udt12379lv),B,p1udt12379,p1udt12379lv,p1udt12379lv,POINT(-97.7278816223088 30.4166787752154),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt12380-p1udt12380lv),B,p1udt12380,p1udt12380lv,p1udt12380lv,POINT(-97.72823305562 30.4200840201692),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12381-p1udt12381lv),ABC,p1udt12381,p1udt12381lv,p1udt12381lv,POINT(-97.7170756619529 30.4182334250021),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12382-p1udt12382lv),A,p1udt12382,p1udt12382lv,p1udt12382lv,POINT(-97.7148607808077 30.4188251990301),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt12691-p1udt12691lv),B,p1udt12691,p1udt12691lv,p1udt12691lv,POINT(-97.7170817240496 30.4334962770637),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12696-p1udt12696lv),C,p1udt12696,p1udt12696lv,p1udt12696lv,POINT(-97.713558453772 30.4241780895658),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12698-p1udt12698lv),ABC,p1udt12698,p1udt12698lv,p1udt12698lv,POINT(-97.7138227154654 30.4293794648171),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt12699-p1udt12699lv),ABC,p1udt12699,p1udt12699lv,,POINT(-97.7247909516298 30.4112468078849),100,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.805475,,0.62,1.61095,0,1
tr(r:p1udt12700-p1udt12700lv),A,p1udt12700,p1udt12700lv,p1udt12700lv,POINT(-97.7236454934135 30.4136563408955),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt12701-p1udt12701lv),C,p1udt12701,p1udt12701lv,p1udt12701lv,POINT(-97.7253471460694 30.4168475214116),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt12702-p1udt12702lv),A,p1udt12702,p1udt12702lv,p1udt12702lv,POINT(-97.7294723722244 30.419063493919),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt12703-p1udt12703lv),ABC,p1udt12703,p1udt12703lv,p1udt12703lv,POINT(-97.7127618064413 30.4190880636314),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13018-p1udt13018lv),C,p1udt13018,p1udt13018lv,p1udt13018lv,POINT(-97.7167449695679 30.4307720270594),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13019-p1udt13019lv),B,p1udt13019,p1udt13019lv,p1udt13019lv,POINT(-97.7124733931286 30.4307801184966),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13025-p1udt13025lv),ABC,p1udt13025,p1udt13025lv,p1udt13025lv,POINT(-97.7162817689438 30.421097665707),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13030-p1udt13030lv),A,p1udt13030,p1udt13030lv,p1udt13030lv,POINT(-97.7270634432866 30.4179522297224),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13031-p1udt13031lv),A,p1udt13031,p1udt13031lv,p1udt13031lv,POINT(-97.7282951849753 30.4193084809144),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt13032-p1udt13032lv),C,p1udt13032,p1udt13032lv,p1udt13032lv,POINT(-97.7175622380099 30.4160546575262),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13033-p1udt13033lv),A,p1udt13033,p1udt13033lv,p1udt13033lv,POINT(-97.7190669278395 30.4172243642593),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13034-p1udt13034lv),A,p1udt13034,p1udt13034lv,p1udt13034lv,POINT(-97.7199617232227 30.4180632501042),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt13035-p1udt13035lv),A,p1udt13035,p1udt13035lv,p1udt13035lv,POINT(-97.7162920959368 30.4183915449787),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13036-p1udt13036lv),C,p1udt13036,p1udt13036lv,p1udt13036lv,POINT(-97.7097602144778 30.4250909233117),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13037-p1udt13037lv),ABC,p1udt13037,p1udt13037lv,p1udt13037lv,POINT(-97.7112334436657 30.4257957316713),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13341-p1udt13341lv),ABC,p1udt13341,p1udt13341lv,p1udt13341lv,POINT(-97.714871841313 30.4298962496433),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13343-p1udt13343lv),A,p1udt13343,p1udt13343lv,p1udt13343lv,POINT(-97.7092985750271 30.4301030908977),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt13351-p1udt13351lv),C,p1udt13351,p1udt13351lv,p1udt13351lv,POINT(-97.7293502189228 30.4270696298896),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13354-p1udt13354lv),C,p1udt13354,p1udt13354lv,p1udt13354lv,POINT(-97.7263982544744 30.4138583488582),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13358-p1udt13358lv),B,p1udt13358,p1udt13358lv,p1udt13358lv,POINT(-97.7177080589553 30.4152530491886),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13360-p1udt13360lv),ABC,p1udt13360,p1udt13360lv,p1udt13360lv,POINT(-97.7174481061344 30.4176418673968),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13411-p1udt13411lv),A,p1udt13411,p1udt13411lv,p1udt13411lv,POINT(-97.7217538294685 30.4104896025751),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13645-p1udt13645lv),A,p1udt13645,p1udt13645lv,p1udt13645lv,POINT(-97.7149313543173 30.4361168097303),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13650-p1udt13650lv),C,p1udt13650,p1udt13650lv,p1udt13650lv,POINT(-97.7280265568349 30.426370994967),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13651-p1udt13651lv),C,p1udt13651,p1udt13651lv,p1udt13651lv,POINT(-97.7295243561078 30.4271034385901),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13652-p1udt13652lv),B,p1udt13652,p1udt13652lv,p1udt13652lv,POINT(-97.7158303117856 30.4266754820592),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13653-p1udt13653lv),B,p1udt13653,p1udt13653lv,p1udt13653lv,POINT(-97.716333929746 30.4271766959031),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13654-p1udt13654lv),B,p1udt13654,p1udt13654lv,p1udt13654lv,POINT(-97.725625363271 30.4156552243322),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13655-p1udt13655lv),A,p1udt13655,p1udt13655lv,p1udt13655lv,POINT(-97.7288144615941 30.4169268984942),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13657-p1udt13657lv),A,p1udt13657,p1udt13657lv,p1udt13657lv,POINT(-97.7092686933275 30.4292095287417),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13685-p1udt13685lv),ABC,p1udt13685,p1udt13685lv,,POINT(-97.7273163646772 30.4080923977169),500,7.19976905311778,0.277136258660508,,STAR,STAR,,0,0,,0.73225,,0.266,1.4645,0,1
tr(r:p1udt13941-p1udt13941lv),ABC,p1udt13941,p1udt13941lv,p1udt13941lv,POINT(-97.7151081009108 30.430936209712),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13942-p1udt13942lv),A,p1udt13942,p1udt13942lv,p1udt13942lv,POINT(-97.714011024019 30.4338788206727),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13950-p1udt13950lv),A,p1udt13950,p1udt13950lv,p1udt13950lv,POINT(-97.7273497960034 30.4191548576067),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13951-p1udt13951lv),B,p1udt13951,p1udt13951lv,p1udt13951lv,POINT(-97.7295678578701 30.4199165579886),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt13953-p1udt13953lv),A,p1udt13953,p1udt13953lv,p1udt13953lv,POINT(-97.7151509517192 30.4189273073057),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt13955-p1udt13955lv),C,p1udt13955,p1udt13955lv,p1udt13955lv,POINT(-97.7082184761754 30.424177198317),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14219-p1udt14219lv),ABC,p1udt14219,p1udt14219lv,p1udt14219lv,POINT(-97.7269238564034 30.4206848193164),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14223-p1udt14223lv),C,p1udt14223,p1udt14223lv,p1udt14223lv,POINT(-97.713554889985 30.4263103772434),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14227-p1udt14227lv),A,p1udt14227,p1udt14227lv,p1udt14227lv,POINT(-97.7160936449043 30.4192883042119),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14229-p1udt14229lv),ABC,p1udt14229,p1udt14229lv,p1udt14229lv,POINT(-97.7140938934862 30.4193499995902),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14230-p1udt14230lv),ABC,p1udt14230,p1udt14230lv,p1udt14230lv,POINT(-97.7120128772677 30.4248063912961),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt14497-p1udt14497lv),C,p1udt14497,p1udt14497lv,p1udt14497lv,POINT(-97.7281893637801 30.4213224932235),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14498-p1udt14498lv),ABC,p1udt14498,p1udt14498lv,p1udt14498lv,POINT(-97.7269197409096 30.4218036233797),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14499-p1udt14499lv),ABC,p1udt14499,p1udt14499lv,p1udt14499lv,POINT(-97.7283392700807 30.4224030205037),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14504-p1udt14504lv),A,p1udt14504,p1udt14504lv,p1udt14504lv,POINT(-97.712803099303 30.4256803852122),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14505-p1udt14505lv),ABC,p1udt14505,p1udt14505lv,p1udt14505lv,POINT(-97.712850253135 30.4294844643281),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14508-p1udt14508lv),C,p1udt14508,p1udt14508lv,p1udt14508lv,POINT(-97.7263606004146 30.4143540720172),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14509-p1udt14509lv),ABC,p1udt14509,p1udt14509lv,p1udt14509lv,POINT(-97.7240467690953 30.4165903688485),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14511-p1udt14511lv),C,p1udt14511,p1udt14511lv,p1udt14511lv,POINT(-97.7153937838256 30.4170799981174),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt14512-p1udt14512lv),A,p1udt14512,p1udt14512lv,p1udt14512lv,POINT(-97.7119019958924 30.4261136184839),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt14729-p1udt14729lv),A,p1udt14729,p1udt14729lv,p1udt14729lv,POINT(-97.7175534779144 30.4302564735421),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14730-p1udt14730lv),A,p1udt14730,p1udt14730lv,p1udt14730lv,POINT(-97.7134929471513 30.4336842339226),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt14731-p1udt14731lv),A,p1udt14731,p1udt14731lv,p1udt14731lv,POINT(-97.7177860209185 30.4331733289023),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt14741-p1udt14741lv),A,p1udt14741,p1udt14741lv,p1udt14741lv,POINT(-97.7285854916231 30.4177954540447),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt14742-p1udt14742lv),C,p1udt14742,p1udt14742lv,p1udt14742lv,POINT(-97.7081152732176 30.4248980089922),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14743-p1udt14743lv),A,p1udt14743,p1udt14743lv,p1udt14743lv,POINT(-97.7119848053282 30.4261505272565),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt14744-p1udt14744lv),C,p1udt14744,p1udt14744lv,p1udt14744lv,POINT(-97.7099333341407 30.4285574665267),75,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.33284,,0.38,0.49926,1,1
tr(r:p1udt14993-p1udt14993lv),C,p1udt14993,p1udt14993lv,p1udt14993lv,POINT(-97.713876399636 30.430373852862),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt14995-p1udt14995lv),A,p1udt14995,p1udt14995lv,p1udt14995lv,POINT(-97.7110530324261 30.4303137229395),25,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.472,0.798816,1,1
tr(r:p1udt15002-p1udt15002lv),B,p1udt15002,p1udt15002lv,p1udt15002lv,POINT(-97.7223871883727 30.4124926164667),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
tr(r:p1udt15003-p1udt15003lv),ABC,p1udt15003,p1udt15003lv,p1udt15003lv,POINT(-97.7191205454363 30.4155105336124),50,7.2,0.12,0.12,STAR,STAR,STAR,0,0,0,0.532544,,0.37,0.798816,1,1
