load_name,phase_code,bus,geometry,connection_type,real_power_value,real_power_units,reactive_power_value,reactive_power_units,z_real,z_imag,i_real,i_imag,p_real,p_imag,num_customers,in_service
load_p1ulv4743_1,S1,p1ulv4743,POINT(-97.7133809678983 30.4273884954552),STAR,12.9946152662044,kilowatt,2.53953984239511,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4743_2,S2,p1ulv4743,POINT(-97.7133809678983 30.4273884954552),STAR,12.9946152662044,kilowatt,2.53953984239511,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4745_1,S1,p1ulv4745,POINT(-97.717972447005 30.4284741444688),STAR,7.04822647449838,kilowatt,0.610152643805313,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4745_2,S2,p1ulv4745,POINT(-97.717972447005 30.4284741444688),STAR,7.04822647449838,kilowatt,0.610152643805313,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4746_1,S1,p1ulv4746,POINT(-97.7165224035927 30.4286854666524),STAR,9.70816778955509,kilowatt,2.28783123367897,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4746_2,S2,p1ulv4746,POINT(-97.7165224035927 30.4286854666524),STAR,9.70816778955509,kilowatt,2.28783123367897,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4748_1,S1,p1ulv4748,POINT(-97.7237978397642 30.4136885092082),STAR,5.61690740439146,kilowatt,1.01830173727643,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4748_2,S2,p1ulv4748,POINT(-97.7237978397642 30.4136885092082),STAR,5.61690740439146,kilowatt,1.01830173727643,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4749_1,S1,p1ulv4749,POINT(-97.7274939920472 30.4176676126893),STAR,6.41619381378396,kilowatt,1.67067580427464,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4749_2,S2,p1ulv4749,POINT(-97.7274939920472 30.4176676126893),STAR,6.41619381378396,kilowatt,1.67067580427464,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4750_1,S1,p1ulv4750,POINT(-97.726129960235 30.4184844206707),STAR,5.12223907490575,kilowatt,0.529630657162983,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4750_2,S2,p1ulv4750,POINT(-97.726129960235 30.4184844206707),STAR,5.12223907490575,kilowatt,0.529630657162983,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4751_1,S1,p1ulv4751,POINT(-97.7235306661081 30.4190184535698),STAR,4.80779560761924,kilowatt,1.36593254311528,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4751_2,S2,p1ulv4751,POINT(-97.7235306661081 30.4190184535698),STAR,4.80779560761924,kilowatt,1.36593254311528,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4755_1,S1,p1ulv4755,POINT(-97.7219404852268 30.4148162540515),STAR,5.58715595705629,kilowatt,0.577722670299604,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4755_2,S2,p1ulv4755,POINT(-97.7219404852268 30.4148162540515),STAR,5.58715595705629,kilowatt,0.577722670299604,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4757_1,S1,p1ulv4757,POINT(-97.7168021225886 30.4160651544203),STAR,9.42555907363692,kilowatt,1.08338943938328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4757_2,S2,p1ulv4757,POINT(-97.7168021225886 30.4160651544203),STAR,9.42555907363692,kilowatt,1.08338943938328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4758_1,S1,p1ulv4758,POINT(-97.7137968738758 30.4181830369891),STAR,9.42555907363692,kilowatt,1.08338943938328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4758_2,S2,p1ulv4758,POINT(-97.7137968738758 30.4181830369891),STAR,9.42555907363692,kilowatt,1.08338943938328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4759_1,S1,p1ulv4759,POINT(-97.7157394671069 30.4193029576379),STAR,6.18958022556677,kilowatt,0.721861714257926,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4759_2,S2,p1ulv4759,POINT(-97.7157394671069 30.4193029576379),STAR,6.18958022556677,kilowatt,0.721861714257926,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4760_1,S1,p1ulv4760,POINT(-97.7153700438045 30.4196873084554),STAR,5.87726800556973,kilowatt,1.45262356428587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4760_2,S2,p1ulv4760,POINT(-97.7153700438045 30.4196873084554),STAR,5.87726800556973,kilowatt,1.45262356428587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4762_1,S1,p1ulv4762,POINT(-97.7078808277765 30.4247023140702),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv4762_2,S2,p1ulv4762,POINT(-97.7078808277765 30.4247023140702),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5327_1,S1,p1ulv5327,POINT(-97.7169409954378 30.430115201755),STAR,10.1186680971778,kilowatt,0.573543378793613,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5327_2,S2,p1ulv5327,POINT(-97.7169409954378 30.430115201755),STAR,10.1186680971778,kilowatt,0.573543378793613,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5341_1,S1,p1ulv5341,POINT(-97.7126239650212 30.4274289820519),STAR,5.56899314808724,kilowatt,1.56678372328642,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5341_2,S2,p1ulv5341,POINT(-97.7126239650212 30.4274289820519),STAR,5.56899314808724,kilowatt,1.56678372328642,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5343_1,S1,p1ulv5343,POINT(-97.7282005698432 30.4153646238199),STAR,10.241150305196,kilowatt,3.03392584183861,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5343_2,S2,p1ulv5343,POINT(-97.7282005698432 30.4153646238199),STAR,10.241150305196,kilowatt,3.03392584183861,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5344_1,S1,p1ulv5344,POINT(-97.7270100863532 30.415924303233),STAR,5.83561513131659,kilowatt,1.28024473402139,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5344_2,S2,p1ulv5344,POINT(-97.7270100863532 30.415924303233),STAR,5.83561513131659,kilowatt,1.28024473402139,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5345_1,S1,p1ulv5345,POINT(-97.7245261977205 30.4177198579862),STAR,3.84308454680925,kilowatt,1.26531006016579,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5345_2,S2,p1ulv5345,POINT(-97.7245261977205 30.4177198579862),STAR,3.84308454680925,kilowatt,1.26531006016579,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5348_1,S1,p1ulv5348,POINT(-97.7288594076361 30.4183486123034),STAR,14.854727234922,kilowatt,0.768958093524033,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5348_2,S2,p1ulv5348,POINT(-97.7288594076361 30.4183486123034),STAR,14.854727234922,kilowatt,0.768958093524033,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5352_1,S1,p1ulv5352,POINT(-97.7274311511481 30.4201031942434),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5352_2,S2,p1ulv5352,POINT(-97.7274311511481 30.4201031942434),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5353_1,S1,p1ulv5353,POINT(-97.7219547644806 30.4129215768037),STAR,7.09434094524819,kilowatt,0.667919077774871,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5353_2,S2,p1ulv5353,POINT(-97.7219547644806 30.4129215768037),STAR,7.09434094524819,kilowatt,0.667919077774871,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5354_1,S1,p1ulv5354,POINT(-97.7221812441651 30.4139163168506),STAR,3.84308454680925,kilowatt,1.26531006016579,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5354_2,S2,p1ulv5354,POINT(-97.7221812441651 30.4139163168506),STAR,3.84308454680925,kilowatt,1.26531006016579,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5355_1,S1,p1ulv5355,POINT(-97.7167722898586 30.4151625685011),STAR,3.84308454680925,kilowatt,1.26531006016579,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5355_2,S2,p1ulv5355,POINT(-97.7167722898586 30.4151625685011),STAR,3.84308454680925,kilowatt,1.26531006016579,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5357_1,S1,p1ulv5357,POINT(-97.7168167816353 30.4157404731388),STAR,5.72231417718806,kilowatt,1.29927449427018,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5357_2,S2,p1ulv5357,POINT(-97.7168167816353 30.4157404731388),STAR,5.72231417718806,kilowatt,1.29927449427018,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5358_1,S1,p1ulv5358,POINT(-97.7201980325718 30.4156354820235),STAR,4.53430441108549,kilowatt,1.20786406873205,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5358_2,S2,p1ulv5358,POINT(-97.7201980325718 30.4156354820235),STAR,4.53430441108549,kilowatt,1.20786406873205,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5359_1,S1,p1ulv5359,POINT(-97.7228280221661 30.4178115312251),STAR,9.70816778955509,kilowatt,2.28783123367897,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5359_2,S2,p1ulv5359,POINT(-97.7228280221661 30.4178115312251),STAR,9.70816778955509,kilowatt,2.28783123367897,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5360_1,S1,p1ulv5360,POINT(-97.7148801834561 30.4181395679076),STAR,6.22909580703869,kilowatt,1.60310224806142,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5360_2,S2,p1ulv5360,POINT(-97.7148801834561 30.4181395679076),STAR,6.22909580703869,kilowatt,1.60310224806142,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5361_1,S1,p1ulv5361,POINT(-97.7152626285443 30.4191448762411),STAR,3.18966741384063,kilowatt,0.519819634462884,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5361_2,S2,p1ulv5361,POINT(-97.7152626285443 30.4191448762411),STAR,3.18966741384063,kilowatt,0.519819634462884,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5363_1,S1,p1ulv5363,POINT(-97.7122246083155 30.4261257443836),STAR,5.87726800556973,kilowatt,1.45262356428587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5363_2,S2,p1ulv5363,POINT(-97.7122246083155 30.4261257443836),STAR,5.87726800556973,kilowatt,1.45262356428587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5364_1,S1,p1ulv5364,POINT(-97.7121135041204 30.4263834763314),STAR,1.86737508916796,kilowatt,0.572559613019138,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5364_2,S2,p1ulv5364,POINT(-97.7121135041204 30.4263834763314),STAR,1.86737508916796,kilowatt,0.572559613019138,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5365_1,S1,p1ulv5365,POINT(-97.7110288911973 30.4275846753614),STAR,3.55773945684771,kilowatt,1.20635353196313,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5365_2,S2,p1ulv5365,POINT(-97.7110288911973 30.4275846753614),STAR,3.55773945684771,kilowatt,1.20635353196313,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5997_1,S1,p1ulv5997,POINT(-97.7174937172941 30.4300484507527),STAR,3.43040552276326,kilowatt,1.26279482719152,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5997_2,S2,p1ulv5997,POINT(-97.7174937172941 30.4300484507527),STAR,3.43040552276326,kilowatt,1.26279482719152,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5998_1,S1,p1ulv5998,POINT(-97.7163288925842 30.430740786615),STAR,7.47211462160751,kilowatt,0.579834712022576,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5998_2,S2,p1ulv5998,POINT(-97.7163288925842 30.430740786615),STAR,7.47211462160751,kilowatt,0.579834712022576,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5999_1,S1,p1ulv5999,POINT(-97.7147887814986 30.4322595237645),STAR,4.84056031155858,kilowatt,1.4249108881456,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv5999_2,S2,p1ulv5999,POINT(-97.7147887814986 30.4322595237645),STAR,4.84056031155858,kilowatt,1.4249108881456,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6005_1,S1,p1ulv6005,POINT(-97.7291415404145 30.4238914448679),STAR,6.73391075932524,kilowatt,0.469587645171079,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6005_2,S2,p1ulv6005,POINT(-97.7291415404145 30.4238914448679),STAR,6.73391075932524,kilowatt,0.469587645171079,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6012_1,S1,p1ulv6012,POINT(-97.7135283842162 30.4275371510869),STAR,5.43099681453767,kilowatt,1.58787249114819,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6012_2,S2,p1ulv6012,POINT(-97.7135283842162 30.4275371510869),STAR,5.43099681453767,kilowatt,1.58787249114819,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6013_1,S1,p1ulv6013,POINT(-97.7132931927713 30.4280040238871),STAR,6.49103912489884,kilowatt,1.52622346072772,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6013_2,S2,p1ulv6013,POINT(-97.7132931927713 30.4280040238871),STAR,6.49103912489884,kilowatt,1.52622346072772,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6015_1,S1,p1ulv6015,POINT(-97.7251287182876 30.4130157675552),STAR,6.43682761452921,kilowatt,1.51802095409495,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6015_2,S2,p1ulv6015,POINT(-97.7251287182876 30.4130157675552),STAR,6.43682761452921,kilowatt,1.51802095409495,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6016_1,S1,p1ulv6016,POINT(-97.7242446480428 30.4129529945312),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6016_2,S2,p1ulv6016,POINT(-97.7242446480428 30.4129529945312),STAR,5.26235642792599,kilowatt,1.57227226843026,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6017_1,S1,p1ulv6017,POINT(-97.7253880996886 30.4138845026786),STAR,8.01867103499279,kilowatt,0.34097522727268,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6017_2,S2,p1ulv6017,POINT(-97.7253880996886 30.4138845026786),STAR,8.01867103499279,kilowatt,0.34097522727268,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6019_1,S1,p1ulv6019,POINT(-97.7258210215711 30.4158196383011),STAR,9.42555907363692,kilowatt,1.08338943938328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6019_2,S2,p1ulv6019,POINT(-97.7258210215711 30.4158196383011),STAR,9.42555907363692,kilowatt,1.08338943938328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6021_1,S1,p1ulv6021,POINT(-97.7242426735032 30.4179065693642),STAR,4.26924557678484,kilowatt,0.720710783798115,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6021_2,S2,p1ulv6021,POINT(-97.7242426735032 30.4179065693642),STAR,4.26924557678484,kilowatt,0.720710783798115,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6025_1,S1,p1ulv6025,POINT(-97.7214299586005 30.4132502873276),STAR,8.28009284058631,kilowatt,2.35445365905328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6025_2,S2,p1ulv6025,POINT(-97.7214299586005 30.4132502873276),STAR,8.28009284058631,kilowatt,2.35445365905328,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6026_1,S1,p1ulv6026,POINT(-97.7219473581635 30.4134899494683),STAR,5.83561513131659,kilowatt,1.28024473402139,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6026_2,S2,p1ulv6026,POINT(-97.7219473581635 30.4134899494683),STAR,5.83561513131659,kilowatt,1.28024473402139,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6027_1,S1,p1ulv6027,POINT(-97.7202644724705 30.4148088595405),STAR,12.949258651189,kilowatt,1.99120928911925,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6027_2,S2,p1ulv6027,POINT(-97.7202644724705 30.4148088595405),STAR,12.949258651189,kilowatt,1.99120928911925,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6028_1,S1,p1ulv6028,POINT(-97.7167420683084 30.4174721405135),STAR,6.41619381378396,kilowatt,1.67067580427464,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6028_2,S2,p1ulv6028,POINT(-97.7167420683084 30.4174721405135),STAR,6.41619381378396,kilowatt,1.67067580427464,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6029_1,S1,p1ulv6029,POINT(-97.7208854588087 30.4177592573044),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6029_2,S2,p1ulv6029,POINT(-97.7208854588087 30.4177592573044),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6030_1,S1,p1ulv6030,POINT(-97.7170120528699 30.4191169661796),STAR,5.87726800556973,kilowatt,1.45262356428587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6030_2,S2,p1ulv6030,POINT(-97.7170120528699 30.4191169661796),STAR,5.87726800556973,kilowatt,1.45262356428587,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6031_1,S1,p1ulv6031,POINT(-97.7079491393837 30.4274188825282),STAR,8.25578268592356,kilowatt,0.958826256139906,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6031_2,S2,p1ulv6031,POINT(-97.7079491393837 30.4274188825282),STAR,8.25578268592356,kilowatt,0.958826256139906,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6644_1,S1,p1ulv6644,POINT(-97.7130759425269 30.4300021304152),STAR,7.09434094524819,kilowatt,0.667919077774871,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6644_2,S2,p1ulv6644,POINT(-97.7130759425269 30.4300021304152),STAR,7.09434094524819,kilowatt,0.667919077774871,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6645_1,S1,p1ulv6645,POINT(-97.7139599243222 30.4311505652582),STAR,7.10486699826947,kilowatt,1.6943432300979,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6645_2,S2,p1ulv6645,POINT(-97.7139599243222 30.4311505652582),STAR,7.10486699826947,kilowatt,1.6943432300979,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6646_1,S1,p1ulv6646,POINT(-97.718373280462 30.4325806688786),STAR,6.68399223188061,kilowatt,1.94124818417625,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6646_2,S2,p1ulv6646,POINT(-97.718373280462 30.4325806688786),STAR,6.68399223188061,kilowatt,1.94124818417625,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6650_1,S1,p1ulv6650,POINT(-97.7263237203416 30.4203991741282),STAR,10.241150305196,kilowatt,3.03392584183861,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6650_2,S2,p1ulv6650,POINT(-97.7263237203416 30.4203991741282),STAR,10.241150305196,kilowatt,3.03392584183861,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6653_1,S1,p1ulv6653,POINT(-97.7297068703897 30.426062452369),STAR,11.7724173390944,kilowatt,3.07525103430468,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6653_2,S2,p1ulv6653,POINT(-97.7297068703897 30.426062452369),STAR,11.7724173390944,kilowatt,3.07525103430468,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6655_1,S1,p1ulv6655,POINT(-97.7277030065331 30.4272339628543),STAR,3.70286358917766,kilowatt,1.55831505131603,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6655_2,S2,p1ulv6655,POINT(-97.7277030065331 30.4272339628543),STAR,3.70286358917766,kilowatt,1.55831505131603,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6656_1,S1,p1ulv6656,POINT(-97.7277292033261 30.4276222042044),STAR,9.76990979831261,kilowatt,0.672976671649267,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6656_2,S2,p1ulv6656,POINT(-97.7277292033261 30.4276222042044),STAR,9.76990979831261,kilowatt,0.672976671649267,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6660_1,S1,p1ulv6660,POINT(-97.7146185405599 30.4269794479142),STAR,7.30420498018569,kilowatt,0.957937754687622,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6660_2,S2,p1ulv6660,POINT(-97.7146185405599 30.4269794479142),STAR,7.30420498018569,kilowatt,0.957937754687622,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6661_1,S1,p1ulv6661,POINT(-97.7181855323222 30.4294208068671),STAR,5.43099681453767,kilowatt,1.58787249114819,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6661_2,S2,p1ulv6661,POINT(-97.7181855323222 30.4294208068671),STAR,5.43099681453767,kilowatt,1.58787249114819,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6662,ABC,p1ulv6662,POINT(-97.7260293324664 30.4110034180783),STAR,18.0633144093942,kilowatt,4.3034007713271,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6662,ABC,p1ulv6662,POINT(-97.7260293324664 30.4110034180783),STAR,18.0633144093942,kilowatt,4.3034007713271,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6662,ABC,p1ulv6662,POINT(-97.7260293324664 30.4110034180783),STAR,18.0633144093942,kilowatt,4.3034007713271,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6664_1,S1,p1ulv6664,POINT(-97.7260526277631 30.4148203517588),STAR,5.56899314808724,kilowatt,1.56678372328642,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6664_2,S2,p1ulv6664,POINT(-97.7260526277631 30.4148203517588),STAR,5.56899314808724,kilowatt,1.56678372328642,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6665_1,S1,p1ulv6665,POINT(-97.7234650120331 30.4163408357999),STAR,4.80222993900458,kilowatt,1.43401704989902,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6665_2,S2,p1ulv6665,POINT(-97.7234650120331 30.4163408357999),STAR,4.80222993900458,kilowatt,1.43401704989902,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6666_1,S1,p1ulv6666,POINT(-97.7247127818482 30.4169817998038),STAR,5.72231417718806,kilowatt,1.29927449427018,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6666_2,S2,p1ulv6666,POINT(-97.7247127818482 30.4169817998038),STAR,5.72231417718806,kilowatt,1.29927449427018,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6668_1,S1,p1ulv6668,POINT(-97.7292465492946 30.417395949016),STAR,11.7278108177633,kilowatt,2.60976067494056,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6668_2,S2,p1ulv6668,POINT(-97.7292465492946 30.417395949016),STAR,11.7278108177633,kilowatt,2.60976067494056,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6669_1,S1,p1ulv6669,POINT(-97.7292886048034 30.4178897842478),STAR,7.07354227995961,kilowatt,2.54950011284196,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6669_2,S2,p1ulv6669,POINT(-97.7292886048034 30.4178897842478),STAR,7.07354227995961,kilowatt,2.54950011284196,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6672_1,S1,p1ulv6672,POINT(-97.7202728172726 30.4122977290651),STAR,2.23930316846757,kilowatt,0.429806849946876,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6672_2,S2,p1ulv6672,POINT(-97.7202728172726 30.4122977290651),STAR,2.23930316846757,kilowatt,0.429806849946876,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6676_1,S1,p1ulv6676,POINT(-97.714720621046 30.4178791685434),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6676_2,S2,p1ulv6676,POINT(-97.714720621046 30.4178791685434),STAR,3.53729681123518,kilowatt,1.24920571532989,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6682_1,S1,p1ulv6682,POINT(-97.7089884144241 30.427564509367),STAR,6.78921854036453,kilowatt,1.36017509056971,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv6682_2,S2,p1ulv6682,POINT(-97.7089884144241 30.427564509367),STAR,6.78921854036453,kilowatt,1.36017509056971,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
load_p1ulv7282_1,S1,p1ulv7282,POINT(-97.7185151642441 30.4299682544719),STAR,4.17486896685156,kilowatt,1.28173122890233,kilovar,0.0,0.0,0.0,0.0,1.0,1.0,,1
