branch_name,phase_code,from_bus,to_bus,equipment,length_value_original,length_units_original,length_km,geometry,r11,r22,r33,x11,x22,x33,ampacity_value,construction,in_service
l(r:p1udm38309-p1udt11695lv),S1S2,p1udt11695lv,p1udm38309,1p_ug_al_4/0_sweetbriar_2,0.00954866,kilometer,0.00954866,"LINESTRING(-97.7152749707749 30.4264619323387, -97.7154059527655 30.4264819166508)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt11696lv-p1ulv60684),S1S2,p1udt11696lv,p1ulv60684,1p_ug_al_1/0_brenau_2,0.0113562,kilometer,0.0113562,"LINESTRING(-97.7158063840998 30.4279200850353, -97.7159377371976 30.4280120209072)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38312-p1ulv15984),S1S2,p1udm38312,p1ulv15984,1p_ug_al_4/0_sweetbriar_2,0.0178632,kilometer,0.0178632,"LINESTRING(-97.7158979855217 30.4278672632907, -97.7157214772731 30.4278294350641)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm38312-p1udt11696lv),S1S2,p1udt11696lv,p1udm38312,1p_ug_al_4/0_sweetbriar_2,0.00984542,kilometer,0.00984542,"LINESTRING(-97.7158063840998 30.4279200850353, -97.7158979855217 30.4278672632907)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt11697lv-p1ulv38272),S1S2,p1udt11697lv,p1ulv38272,1p_ug_al_1/0_brenau_2,0.0182323,kilometer,0.0182323,"LINESTRING(-97.7153286957302 30.4287181882964, -97.7152325364521 30.4285915704984)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38314-p1ulv15986),S1S2,p1udm38314,p1ulv15986,1p_ug_al_1/0_brenau_2,0.0173477,kilometer,0.0173477,"LINESTRING(-97.7154194565782 30.4286295018758, -97.7152643598683 30.4285467692002)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38314-p1ulv48351),S1S2,p1udm38314,p1ulv48351,1p_ug_al_1/0_brenau_2,0.01189,kilometer,0.01189,"LINESTRING(-97.7154194565782 30.4286295018758, -97.715519410157 30.4286727639651)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38314-p1udt11697lv),S1S2,p1udt11697lv,p1udm38314,1p_ug_al_4/0_sweetbriar_2,0.00918943,kilometer,0.00918943,"LINESTRING(-97.7153286957302 30.4287181882964, -97.7154194565782 30.4286295018758)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm38315-p1ulv25622),S1S2,p1udm38315,p1ulv25622,1p_ug_al_1/0_brenau_2,0.017701,kilometer,0.017701,"LINESTRING(-97.7153342788655 30.42877303007, -97.715168653016 30.4286992165541)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38315-p1udt11697lv),S1S2,p1udt11697lv,p1udm38315,1p_ug_al_1/0_brenau_2,0.00918943,kilometer,0.00918943,"LINESTRING(-97.7153286957302 30.4287181882964, -97.7153342788655 30.42877303007)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt11699lv-p1ulv15991),S1S2,p1udt11699lv,p1ulv15991,1p_ug_al_1/0_brenau_2,0.0199882,kilometer,0.0199882,"LINESTRING(-97.7258567224051 30.4164335313918, -97.7259996008789 30.416498101701)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38320-p1ulv16659),S1S2,p1udm38320,p1ulv16659,1p_ug_al_1/0_brenau_2,0.0184039,kilometer,0.0184039,"LINESTRING(-97.7257707094426 30.4164868449596, -97.7256052128781 30.4164040231236)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38320-p1ulv37048),S1S2,p1udm38320,p1ulv37048,1p_ug_al_1/0_brenau_2,0.0141811,kilometer,0.0141811,"LINESTRING(-97.7257707094426 30.4164868449596, -97.7258736321223 30.4165780788681)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38323-p1ulv57074),S1S2,p1udm38323,p1ulv57074,1p_ug_al_1/0_brenau_2,0.0122378,kilometer,0.0122378,"LINESTRING(-97.7256751483582 30.4166302792977, -97.7257888322718 30.4166945494875)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38320-p1udm38323),S1S2,p1udm38320,p1udm38323,1p_ug_al_1/0_brenau_2,0.0185118,kilometer,0.0185118,"LINESTRING(-97.7257707094426 30.4164868449596, -97.7256751483582 30.4166302792977)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38320-p1udt11699lv),S1S2,p1udt11699lv,p1udm38320,1p_ug_al_4/0_sweetbriar_2,0.00926059,kilometer,0.00926059,"LINESTRING(-97.7258567224051 30.4164335313918, -97.7257707094426 30.4164868449596)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm38321-p1ulv27550),S1S2,p1udm38321,p1ulv27550,1p_ug_al_1/0_brenau_2,0.0180361,kilometer,0.0180361,"LINESTRING(-97.7260045233855 30.4161191861725, -97.7258282661337 30.4160633284435)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38321-p1udt11699lv),S1S2,p1udt11699lv,p1udm38321,1p_ug_al_1/0_brenau_2,0.0370194,kilometer,0.0370194,"LINESTRING(-97.7258567224051 30.4164335313918, -97.7260045233855 30.4161191861725)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt11700lv-p1ulv15993),S1S2,p1udt11700lv,p1ulv15993,1p_ug_al_1/0_brenau_2,0.0269079,kilometer,0.0269079,"LINESTRING(-97.7265237601454 30.417048392435, -97.7266038028941 30.4172709464012)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt11700lv-p1ulv40818),S1S2,p1udt11700lv,p1ulv40818,1p_ug_al_1/0_brenau_2,0.0312133,kilometer,0.0312133,"LINESTRING(-97.7265237601454 30.417048392435, -97.7262429835207 30.4169967382841)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt11700lv-p1ulv50185),S1S2,p1udt11700lv,p1ulv50185,1p_ug_al_1/0_brenau_2,0.0249334,kilometer,0.0249334,"LINESTRING(-97.7265237601454 30.417048392435, -97.7263758469273 30.4171875162806)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38327-p1ulv15994),S1S2,p1udm38327,p1ulv15994,1p_ug_al_1/0_brenau_2,0.019638,kilometer,0.019638,"LINESTRING(-97.7257756788831 30.4185080320307, -97.7258920611231 30.4183648008955)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38330-p1ulv63228),S1S2,p1udm38330,p1ulv63228,1p_ug_al_1/0_brenau_2,0.0157626,kilometer,0.0157626,"LINESTRING(-97.7258583703349 30.4185539538028, -97.7257528664757 30.4186611993254)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38327-p1udm38330),S1S2,p1udm38327,p1udm38330,1p_ug_al_1/0_brenau_2,0.00985846,kilometer,0.00985846,"LINESTRING(-97.7257756788831 30.4185080320307, -97.7258583703349 30.4185539538028)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38327-p1udt11701lv),S1S2,p1udt11701lv,p1udm38327,1p_ug_al_4/0_sweetbriar_2,0.00985426,kilometer,0.00985426,"LINESTRING(-97.7256342952814 30.4184879567313, -97.7257756788831 30.4185080320307)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm38328-p1ulv28798),S1S2,p1udm38328,p1ulv28798,1p_ug_al_1/0_brenau_2,0.0191771,kilometer,0.0191771,"LINESTRING(-97.7255893595909 30.418425006895, -97.7256954495603 30.4182726525262)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38328-p1ulv50835),S1S2,p1udm38328,p1ulv50835,1p_ug_al_4/0_sweetbriar_2,0.0139365,kilometer,0.0139365,"LINESTRING(-97.7255893595909 30.418425006895, -97.72555660623 30.4185419853565)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm38328-p1udt11701lv),S1S2,p1udt11701lv,p1udm38328,1p_ug_al_4/0_sweetbriar_2,0.00985846,kilometer,0.00985846,"LINESTRING(-97.7256342952814 30.4184879567313, -97.7255893595909 30.418425006895)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt11702lv-p1ulv15998),S1S2,p1udt11702lv,p1ulv15998,1p_ug_al_1/0_brenau_2,0.0148653,kilometer,0.0148653,"LINESTRING(-97.7216013674551 30.4152641394907, -97.721634617509 30.41512003935)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt11702lv-p1ulv17945),S1S2,p1udt11702lv,p1ulv17945,1p_ug_al_1/0_brenau_2,0.0169277,kilometer,0.0169277,"LINESTRING(-97.7216013674551 30.4152641394907, -97.7215062949414 30.4153804479477)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38333-p1ulv23069),S1S2,p1udm38333,p1ulv23069,1p_ug_al_1/0_brenau_2,0.0149031,kilometer,0.0149031,"LINESTRING(-97.7214774191776 30.4151997064663, -97.7215311123402 30.4150739111567)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm38333-p1udt11702lv),S1S2,p1udt11702lv,p1udm38333,1p_ug_al_1/0_brenau_2,0.00852427,kilometer,0.00852427,"LINESTRING(-97.7216013674551 30.4152641394907, -97.7214774191776 30.4151997064663)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39275-p1ulv16631),S1S2,p1udm39275,p1ulv16631,1p_ug_al_1/0_brenau_2,0.0100017,kilometer,0.0100017,"LINESTRING(-97.7153339344185 30.4303881268783, -97.7154272779431 30.4304161143134)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39275-p1ulv32543),S1S2,p1udm39275,p1ulv32543,1p_ug_al_1/0_brenau_2,0.0138562,kilometer,0.0138562,"LINESTRING(-97.7153339344185 30.4303881268783, -97.7151991838227 30.430341685974)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39275-p1udt12032lv),S1S2,p1udt12032lv,p1udm39275,1p_ug_al_4/0_sweetbriar_2,0.0181181,kilometer,0.0181181,"LINESTRING(-97.7151901710671 30.4305484746854, -97.7153339344185 30.4303881268783)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm39276-p1ulv25602),S1S2,p1udm39276,p1ulv25602,1p_ug_al_1/0_brenau_2,0.0164663,kilometer,0.0164663,"LINESTRING(-97.7151105743291 30.4307468443978, -97.7149764147839 30.4306552945567)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39276-p1udt12032lv),S1S2,p1udt12032lv,p1udm39276,1p_ug_al_1/0_brenau_2,0.0271884,kilometer,0.0271884,"LINESTRING(-97.7151901710671 30.4305484746854, -97.7151105743291 30.4307468443978)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12033lv-p1ulv20516),S1S2,p1udt12033lv,p1ulv20516,1p_ug_al_1/0_brenau_2,0.0174771,kilometer,0.0174771,"LINESTRING(-97.7178816581916 30.4303699625581, -97.7178765599296 30.4302326702324)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12033lv-p1ulv35146),S1S2,p1udt12033lv,p1ulv35146,1p_ug_al_1/0_brenau_2,0.0137336,kilometer,0.0137336,"LINESTRING(-97.7178816581916 30.4303699625581, -97.71778973193 30.4305025045563)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39278-p1ulv16632),S1S2,p1udm39278,p1ulv16632,1p_ug_al_1/0_brenau_2,0.0148186,kilometer,0.0148186,"LINESTRING(-97.7177396837326 30.4303486234217, -97.7176342760913 30.4304468398266)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39278-p1udt12033lv),S1S2,p1udt12033lv,p1udm39278,1p_ug_al_1/0_brenau_2,0.00999412,kilometer,0.00999412,"LINESTRING(-97.7178816581916 30.4303699625581, -97.7177396837326 30.4303486234217)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39281-p1ulv60039),S1S2,p1udm39281,p1ulv60039,1p_ug_al_1/0_brenau_2,0.0169636,kilometer,0.0169636,"LINESTRING(-97.7179260182329 30.4304316600732, -97.7180110757449 30.4302971519063)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39281-p1udt12033lv),S1S2,p1udt12033lv,p1udm39281,1p_ug_al_1/0_brenau_2,0.00998942,kilometer,0.00998942,"LINESTRING(-97.7178816581916 30.4303699625581, -97.7179260182329 30.4304316600732)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12034lv-p1ulv16633),S1S2,p1udt12034lv,p1ulv16633,1p_ug_al_1/0_brenau_2,0.0172947,kilometer,0.0172947,"LINESTRING(-97.7178334436049 30.4330467445268, -97.7180260761301 30.4331304923512)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39299-p1ulv16650),S1S2,p1udm39299,p1ulv16650,1p_ug_al_1/0_brenau_2,0.0148643,kilometer,0.0148643,"LINESTRING(-97.7127859141012 30.4277824725088, -97.7126497465301 30.4278442899157)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39299-p1ulv31276),S1S2,p1udm39299,p1ulv31276,1p_ug_al_1/0_brenau_2,0.0165551,kilometer,0.0165551,"LINESTRING(-97.7127859141012 30.4277824725088, -97.7128708576383 30.4276569895116)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39299-p1udt12041lv),S1S2,p1udt12041lv,p1udm39299,1p_ug_al_4/0_sweetbriar_2,0.0289005,kilometer,0.0289005,"LINESTRING(-97.7125645465897 30.427640724105, -97.7127859141012 30.4277824725088)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm39300-p1ulv29409),S1S2,p1udm39300,p1ulv29409,1p_ug_al_1/0_brenau_2,0.0195633,kilometer,0.0195633,"LINESTRING(-97.7122197298499 30.4272896509358, -97.7123670185092 30.4271738062469)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39300-p1udt12041lv),S1S2,p1udt12041lv,p1udm39300,1p_ug_al_1/0_brenau_2,0.0481558,kilometer,0.0481558,"LINESTRING(-97.7125645465897 30.427640724105, -97.7122197298499 30.4272896509358)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12042lv-p1ulv16652),S1S2,p1udt12042lv,p1ulv16652,1p_ug_al_1/0_brenau_2,0.0145962,kilometer,0.0145962,"LINESTRING(-97.7145993530872 30.4284320057823, -97.7147034823292 30.4284419953691)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12042lv-p1ulv27543),S1S2,p1udt12042lv,p1ulv27543,1p_ug_al_1/0_brenau_2,0.0194899,kilometer,0.0194899,"LINESTRING(-97.7145993530872 30.4284320057823, -97.7143611123268 30.4283483944856)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12042lv-p1ulv54635),S1S2,p1udt12042lv,p1ulv54635,1p_ug_al_1/0_brenau_2,0.0160652,kilometer,0.0160652,"LINESTRING(-97.7145993530872 30.4284320057823, -97.7146923618209 30.4284960233021)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12043lv-p1ulv16653),S1S2,p1udt12043lv,p1ulv16653,1p_ug_al_1/0_brenau_2,0.0140992,kilometer,0.0140992,"LINESTRING(-97.7141696718804 30.4289684397898, -97.7143420633184 30.4290068789649)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12043lv-p1ulv40189),S1S2,p1udt12043lv,p1ulv40189,1p_ug_al_1/0_brenau_2,0.0176111,kilometer,0.0176111,"LINESTRING(-97.7141696718804 30.4289684397898, -97.7140627480723 30.4288687838269)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39307-p1ulv51431),S1S2,p1udm39307,p1ulv51431,1p_ug_al_1/0_brenau_2,0.0166341,kilometer,0.0166341,"LINESTRING(-97.7141647252561 30.4290322007713, -97.7139987448143 30.4289854510018)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39307-p1ulv54637),S1S2,p1udm39307,p1ulv54637,1p_ug_al_1/0_brenau_2,0.0148875,kilometer,0.0148875,"LINESTRING(-97.7141647252561 30.4290322007713, -97.7143097659787 30.4290877669763)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39307-p1udt12043lv),S1S2,p1udt12043lv,p1udm39307,1p_ug_al_4/0_sweetbriar_2,0.00987618,kilometer,0.00987618,"LINESTRING(-97.7141696718804 30.4289684397898, -97.7141647252561 30.4290322007713)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt12044lv-p1ulv20531),S1S2,p1udt12044lv,p1ulv20531,1p_oh_al_2/0_rucina_2,0.0103899,kilometer,0.0103899,"LINESTRING(-97.73027929324 30.4121337575422, -97.7303865957654 30.4121647059905)",0.716633333333333,0.716633333333333,,0.288833333333333,0.288833333333333,,115,OVERHEAD,1
l(r:p1udm39309-p1ulv16654),S1S2,p1udm39309,p1ulv16654,1p_oh_al_2/0_rucina_2,0.0141385,kilometer,0.0141385,"LINESTRING(-97.7301276545439 30.4120629353134, -97.7300429805609 30.4121703872112)",0.716633333333333,0.716633333333333,,0.288833333333333,0.288833333333333,,115,OVERHEAD,1
l(r:p1udm39309-p1udt12044lv),S1S2,p1udt12044lv,p1udm39309,1p_oh_al_2/0_rucina_2,0.0182109,kilometer,0.0182109,"LINESTRING(-97.73027929324 30.4121337575422, -97.7301276545439 30.4120629353134)",0.716633333333333,0.716633333333333,,0.288833333333333,0.288833333333333,,115,OVERHEAD,1
l(r:p1udm39311-p1ulv16660),S1S2,p1udm39311,p1ulv16660,1p_ug_al_1/0_brenau_2,0.0171955,kilometer,0.0171955,"LINESTRING(-97.7234475170249 30.4166085167239, -97.7236150082034 30.4165379708299)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39311-p1ulv28802),S1S2,p1udm39311,p1ulv28802,1p_ug_al_1/0_brenau_2,0.00899958,kilometer,0.00899958,"LINESTRING(-97.7234475170249 30.4166085167239, -97.7233740633917 30.4166529131654)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39311-p1udt12045lv),S1S2,p1udt12045lv,p1udm39311,1p_ug_al_4/0_sweetbriar_2,0.00955793,kilometer,0.00955793,"LINESTRING(-97.7235378186512 30.416720558993, -97.7234475170249 30.4166085167239)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm39312-p1ulv20535),S1S2,p1udm39312,p1ulv20535,1p_ug_al_1/0_brenau_2,0.0154785,kilometer,0.0154785,"LINESTRING(-97.7237056407264 30.4167734532549, -97.7238260531182 30.4168439777124)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39314-p1ulv57076),S1S2,p1udm39314,p1ulv57076,1p_ug_al_1/0_brenau_2,0.0228326,kilometer,0.0228326,"LINESTRING(-97.7232858543706 30.4170310139232, -97.7231736988511 30.4168494583545)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39312-p1udm39314),S1S2,p1udm39312,p1udm39314,1p_ug_al_1/0_brenau_2,0.0494451,kilometer,0.0494451,"LINESTRING(-97.7237056407264 30.4167734532549, -97.7232858543706 30.4170310139232)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm39312-p1udt12045lv),S1S2,p1udt12045lv,p1udm39312,1p_ug_al_4/0_sweetbriar_2,0.0288392,kilometer,0.0288392,"LINESTRING(-97.7235378186512 30.416720558993, -97.7237056407264 30.4167734532549)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt12046lv-p1ulv16661),S1S2,p1udt12046lv,p1ulv16661,1p_ug_al_1/0_brenau_2,0.0160325,kilometer,0.0160325,"LINESTRING(-97.7238330836426 30.4175953718332, -97.72383857661 30.4177582528978)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12374lv-p1ulv17275),S1S2,p1udt12374lv,p1ulv17275,1p_ug_al_1/0_brenau_2,0.0229138,kilometer,0.0229138,"LINESTRING(-97.7128095233036 30.4253465054054, -97.7127062288558 30.4251289523778)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12374lv-p1ulv31273),S1S2,p1udt12374lv,p1ulv31273,1p_ug_al_1/0_brenau_2,0.0243866,kilometer,0.0243866,"LINESTRING(-97.7128095233036 30.4253465054054, -97.7129347827214 30.4251672977706)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12374lv-p1ulv47128),S1S2,p1udt12374lv,p1ulv47128,1p_ug_al_1/0_brenau_2,0.0274347,kilometer,0.0274347,"LINESTRING(-97.7128095233036 30.4253465054054, -97.7130361621857 30.4253758242223)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12377lv-p1ulv17280),S1S2,p1udt12377lv,p1ulv17280,1p_ug_al_1/0_brenau_2,0.0205273,kilometer,0.0205273,"LINESTRING(-97.7268051880118 30.4167244096437, -97.7265808920258 30.4166300940378)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40220-p1ulv25623),S1S2,p1udm40220,p1ulv25623,1p_ug_al_1/0_brenau_2,0.00653449,kilometer,0.00653449,"LINESTRING(-97.7268568096964 30.4162267525727, -97.7268456974887 30.4162807818702)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40220-p1udt12377lv),S1S2,p1udt12377lv,p1udm40220,1p_ug_al_1/0_brenau_2,0.0748267,kilometer,0.0748267,"LINESTRING(-97.7268051880118 30.4167244096437, -97.7268568096964 30.4162267525727)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40223-p1ulv61313),S1S2,p1udm40223,p1ulv61313,1p_ug_al_1/0_brenau_2,0.0135897,kilometer,0.0135897,"LINESTRING(-97.7267138727725 30.4168118499053, -97.7268488451736 30.4168402350391)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40221-p1ulv38278),S1S2,p1udm40221,p1ulv38278,1p_ug_al_1/0_brenau_2,0.0245342,kilometer,0.0245342,"LINESTRING(-97.726660888011 30.4168835166776, -97.7264331672104 30.4167820430778)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40221-p1ulv48359),S1S2,p1udm40221,p1ulv48359,1p_ug_al_1/0_brenau_2,0.0195103,kilometer,0.0195103,"LINESTRING(-97.726660888011 30.4168835166776, -97.7268366787213 30.4169754605322)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40221-p1udm40223),S1S2,p1udm40223,p1udm40221,1p_ug_al_4/0_sweetbriar_2,0.00923626,kilometer,0.00923626,"LINESTRING(-97.7267138727725 30.4168118499053, -97.726660888011 30.4168835166776)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm40223-p1udt12377lv),S1S2,p1udt12377lv,p1udm40223,1p_ug_al_4/0_sweetbriar_2,0.00923626,kilometer,0.00923626,"LINESTRING(-97.7268051880118 30.4167244096437, -97.7267138727725 30.4168118499053)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udt12378lv-p1ulv17281),S1S2,p1udt12378lv,p1ulv17281,1p_ug_al_1/0_brenau_2,0.0126483,kilometer,0.0126483,"LINESTRING(-97.7268931537599 30.4166241752323, -97.726973241943 30.4166040154262)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udt12378lv-p1ulv35819),S1S2,p1udt12378lv,p1ulv35819,1p_ug_al_1/0_brenau_2,0.0157607,kilometer,0.0157607,"LINESTRING(-97.7268931537599 30.4166241752323, -97.7267104228124 30.4165529870557)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40227-p1ulv19885),S1S2,p1udm40227,p1ulv19885,1p_ug_al_1/0_brenau_2,0.0166767,kilometer,0.0166767,"LINESTRING(-97.7277329527082 30.4169029914326, -97.727888159486 30.4169766874059)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40226-p1ulv17282),S1S2,p1udm40226,p1ulv17282,1p_ug_al_1/0_brenau_2,0.0210727,kilometer,0.0210727,"LINESTRING(-97.7276798515728 30.4169836804407, -97.7274936504813 30.4168916362381)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40226-p1udm40227),S1S2,p1udm40227,p1udm40226,1p_ug_al_1/0_brenau_2,0.00970889,kilometer,0.00970889,"LINESTRING(-97.7277329527082 30.4169029914326, -97.7276798515728 30.4169836804407)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40227-p1udt12379lv),S1S2,p1udt12379lv,p1udm40227,1p_ug_al_4/0_sweetbriar_2,0.0291436,kilometer,0.0291436,"LINESTRING(-97.7278730762221 30.4167231953267, -97.7277329527082 30.4169029914326)",0.5462333,0.5462333,,0.2976,0.2976,,301,OVERHEAD,1
l(r:p1udm40228-p1ulv37658),S1S2,p1udm40228,p1ulv37658,1p_ug_al_1/0_brenau_2,0.0162921,kilometer,0.0162921,"LINESTRING(-97.727924186274 30.4166070977133, -97.7280797437836 30.416653728038)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40228-p1ulv48996),S1S2,p1udm40228,p1ulv48996,1p_ug_al_1/0_brenau_2,0.0163396,kilometer,0.0163396,"LINESTRING(-97.727924186274 30.4166070977133, -97.7280584567032 30.4166896124286)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40229-p1ulv44624),S1S2,p1udm40229,p1ulv44624,1p_ug_al_1/0_brenau_2,0.0167126,kilometer,0.0167126,"LINESTRING(-97.7280623181749 30.4163918928568, -97.7281964714364 30.4164834292334)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
l(r:p1udm40228-p1udm40229),S1S2,p1udm40228,p1udm40229,1p_ug_al_1/0_brenau_2,0.0270312,kilometer,0.0270312,"LINESTRING(-97.727924186274 30.4166070977133, -97.7280623181749 30.4163918928568)",0.9149,0.9149,,0.4972667,0.4972667,,205,OVERHEAD,1
